NUMBER	GENUS	ESPECIE	DETBY	DETDD	DETMM	DETYY	INFRAESPECIE	LONGITUDE_DG	LATITUDE_DG	COLDD	COLMM	COLYY	ALTITUDEmax	ALTITUDEmin	ALTITUDE_ALL	CF	DUPLICATE_old	FAMILY	FONTE_INFO	HABITAT_NOVO	HABITATNOTES	HABITO	DAP_NOVO	ALTURA_NOVO	SOLOTEXTURA	SOLOINUNDACAO	HERBARIUM_NOVO	INPA.TOMBAMENTO	NOTAS_ORIGINAL	ORIGINALESPECIMEN	Fertilidade	REPOSITORIO	ROWHERBARIUM	SOBRENOME	Type	VERNACULARNOME	COLLECTOR	COUNTRY_NOVO	MAJORAREA_NOVO	MINORAREA	GAZETTEER
9471	Ocotea	longifolia	Vicentini, A.	1	1	1996		-59.918418	-3.003764	11	7	1974						Lauraceae		Floresta de terra firme		árvore	25	25			EAFM;INPA	43665	Árvore de 25m de altura x 25cm de diâmetro, folhas verde-claras por baixo, madeira amareladas, pouco pesada, cúpula do fruto avermelhada. Ocasional na mata de terra firme. árvore de 25m de altura x 25cm de diâmetro, folhas verde-claras por baixo, madeira amareladas, pouco pesada, cúpula do fruto avermelhada. ocasional na mata de terra firme. ; de	45048	fruto	inpa;sl	INPA00043665	Rodrigues			Rodrigues, W.A.	Brasil	AMAZONAS	Manaus	Rio Araras
9956	Ocotea	nitida	Vicentini, A.	1	1	1997		-60.109001	-3.063451	19	7	1977						Lauraceae		Floresta de terra firme		árvore		10			INPA	70901	Árvore de 10m de altura, esgalhada desda a base, frutos imaturos. Ocasional na mata de terra firme. Árvore no. 21.	45128	fruto	inpa|sl	INPA00070901	Rodrigues			Rodrigues, W.A.	Brasil	AMAZONAS	Manaus	Ponta Negra
45	Ocotea	glomerata	van der Werff			1997		-50.1587141	-6.0719944	17	10	1977						Lauraceae		Floresta de terra firme		árvore	50				INPA;MO;NY		Tree 45m tall x 50cm diameter, buds and flowers dark brown. Forest on terra firme.		botões;flor	gbif;inpa;mo;sl;ny	1202662	Silva			Silva, A.S.L. da	Brasil	PARÁ	Parauapebas	Serra Dos Carajás
26	Ocotea	longifolia	Vicentini, A.		12	1996		-63.0208	-7.50611	10	11	1977						Lauraceae	Linha-6168	Floresta de terra firme							INPA	70557	Flores alvas. Mata de terra firme.	29157	flor	inpa;sl	INPA00070557	Filho			Filho, Paulinho H.F.	Brasil	AMAZONAS	Humaitá	Br230 Transamazônica
46	Ocotea	longifolia	Vicentini, A.		12	1996		-63.0208	-7.50611	14	11	1977						Lauraceae		Floresta de terra firme							INPA		Município de Humaitá, Pixuna, Km 40 da Rodovia Transamazônica. Campina, flores alvas.		flor	sl|inpa		Filho			Filho, Paulinho H.F.	Brasil	AMAZONAS	Humaitá	Br230 Transamazônica
20897	Ocotea	alata	van der Werff			1989		-70.28166	-4.1675	24	11	1977	200					Lauraceae		Floresta de terra firme	non-inundated upland forest.	árvore		20			MO				fruto	MO		Gentry			Gentry, A.	Perú	Loreto - Mariscal Ramón Castilla	Yavari	Rio Javari
2755	Ocotea	longifolia	Vicentini, A.		12	1996		-64.869463	-2.877	24	11	1977						Lauraceae		Floresta de terra firme		arvoreta		7			INPA	72652	Arvoreta de 7 m de altura; flores amareladas. Terra firme.	29199	flor	inpa;sl	INPA00072652	Mota			Mota, C.D.	Brasil	AMAZONAS	Maraã	Rio Japurá
24	Ocotea	longifolia	Vicentini, A.		12	1996		-55.9836	-4.27611	16	1	1979						Lauraceae		Floresta de terra firme		árvore		10			INPA		Árvore florida (flores alvas) com 10 m de altura. Terra firme.		flor	sl|inpa		Filho			Filho, Paulinho H.F.	Brasil	PARÁ	Itaituba	Br230
10954	Ocotea	longifolia	Santos, S.O.	24	3	2011		-55.8661	-1.76556	29	6	1980					urn:catalog:JBRJ:RB:132220	Lauraceae		Floresta de terra firme		árvore		5			RB		TREE CA 5 M. FRUITS LIGHT GREEN, RECEPTACLE DARKER GREEN. FLOWERS CREAM WHITE.		flor;fruto	gbif;sl	132220	Davidson			Davidson, C.	Brasil	PARÁ	Oriximiná	Cachoeira Porteira
10330	Ocotea	longifolia	Vicentini, A.		12	1996		-55.8661	-1.76556	17	6	1980						Lauraceae		Floresta de terra firme		árvore					INPA;NY	117579	Shrubs and tree of indeterminable size pendent or leaning out over cliff; fruit green; flowers greenish-white. Common pole along the river. N to NE bank-shale cliffs to terra firme.	29221	flor;fruto	inpa;sl	INPA00117579	Davidson			Davidson, C.	Brasil	PARÁ	Oriximiná	Rio Trombetas
1337	Ocotea	glomerata	van der Werff			1998		-49.7234774	-3.9700079	14	11	1981						Lauraceae		Floresta de terra firme	Road construction site	árvore		18			INPA;MO		Tree 18m tall, flowers cream.		flor	ny;mo;sl;gbif	1202661|3137557	Daly			Daly, D.	Brasil	PARÁ	Tucuruí	Fazenda Jataituba
1214	Ocotea	glomerata	van der Werff			1998		-49.666667	-3.9	5	11	1981						Lauraceae		Floresta de terra firme	Forest on terra firme.	árvore	40	20			INPA;MO		Tree 20m tall x 40cm diameter, cupule dark green, fruit pale green. tree 20m tall x 40cm diameter, cupule dark green, fruit pale green. forest on terra firme.;Tree 20m tall x 40cm diameter, cupule dark green, fruit pale green. Forest on terra firme.		fruto	ny;mo;sl;gbif	1202659|3138789	Daly			Daly, D.	Brasil	PARÁ	Tucuruí	Fazenda Jataituba
1949	Ocotea	glomerata	van der Werff			1998		-50.466667	-5.983333	12	12	1981						Lauraceae		Floresta de terra firme		árvore		18			NY		Tree 18m tall, flowers greenish-white. Occasional. Edge of forest. Hilly forest on terra firme.		flor	ny;mo;sl;gbif	NY 01202660	Daly			Daly, D.	Brasil	PARÁ	Parauapebas	Serra Dos Carajás
12347	Ocotea	longifolia	Vicentini, A.	7	12	2006		-65.6166667	-1.7833333	7	12	1982					urn:catalog:JBRJ:RB:134207	Lauraceae		Floresta de terra firme		árvore	45	20			INPA;MO;RB	126080	Tree 20 m tall x 45 cm diameter. Cupule yellow-green. Immature fruits whitish green. Primary forest on terra firme. tree 20 m tall x 45cm diameter. cupule yellow-green. immature fruits whitish green. wood voucher.	29321	fruto	gbif;inpa;mo;ny;sl	1202713|134207|1505127|INPA00126080	Plowman			Plowman, Timothy	Brasil	AMAZONAS	Maraã	Rio Japurá
948	Ocotea	canaliculata	Rohwer, J.G.	20				-46.23	-4.38	20	3	1983						Lauraceae		Floresta de terra firme	Tall evergreen forest on terra firme dominated in all strata by Rutaceae.	árvore					MO;NY		Small tree to 4 m. tall. Flowers white, fragrant.		flor	gbif;ny;sl	1419893|918307	Schatz			Schatz, G.E.	Brasil	MARANHÃO	Santa Luzia	Ba222
1030	Ocotea	canaliculata	Rohwer, J.G.	9				-45.6581	-3.9633	9	4	1983						Lauraceae		Floresta de terra firme	Mata alta de terra firme, terreno ondulado.	árvore					INPA;MO;NY		Árvore de 15 m., flores creme em inflorescencia.		flor	gbif;mo;ny;sl	1419856|918309	Silva			Silva, M.F.F. da	Brasil	MARANHÃO	Santa Luzia	Monte Dourado
1412	Ocotea	longifolia	Vicentini, A.	1	1	1996		-49.1178	-5.36861	31	5	1983						Lauraceae		Floresta de terra firme		árvore		13			INPA	134682	Árvore de 13m de altura. Frutos imaturos. Mata de terra firme.	45040	fruto	inpa;sl	INPA00134682	Silva			Silva, M.F.F. da	Brasil	PARÁ	Marabá	Serra Norte
386	Ocotea	longifolia	van der Werff			1986		-69.33	-12.83	15	10	1984						Lauraceae		Floresta de terra firme	Terre firme			14.5			MO;F		Tree # 2685, 14-15m; fruit lighter green in darker green cup.		fruto	gbif;mo;f	1502642	Smith			Smith	Perú	Madre de Dios - Tambopata	Tambopata	Parque Nacional Manú
5507V	Ocotea	glomerata						-61.416667	3.366667	28	2	1987						Lauraceae		Floresta de terra firme		árvore		35			MIRR		[BARCODE = *MIRR 00705*]Tall terra firme forest with trees to 35m; Transecto de tatu, c. 4km from station.&nf;&nf;Tree, 20cm dbh.&nf;Vegetative ecological voucher.			sl		Rankin			Rankin, J.M.	Brasil	RORAIMA	Amajari	Rio Auaris
5880v	Ocotea	glomerata						-61.333333	3.366667	25	10	1987						Lauraceae		Floresta de terra firme		árvore	60				MIRR		Tree, 60cm dbh. Leaves collected from forest floor. Transect tree 2:7/4a. Vegetative ecological voucher. In terra firme forest.		flor	sl		Rankin			Rankin, J.M.	Brasil	RORAIMA	Amajari	Rio Auaris
161	Ocotea	longifolia	van der Werff			1996		-52.539719	-0.8678545	8	10	1987						Lauraceae		Floresta de terra firme		árvore					INPA;MO	164052	Árvore. Mata de terra firme. árvore.; mata de terra firme.	29208		gbif;inpa;mo;ny;sl	1202709|1502542|INPA00164052	Tavares			Tavares, A.S.	Brasil	PARÁ	Almeirim	Monte Dourado
1122	Ocotea	glomerata	Moraes, P.L.R. de		6	2010		-51.840804	-14.519273	10	8	2000						Lauraceae		Floresta de terra firme							HUEFS		Mata de terra firme.			sl		Laneto			Laneto	Brasil	MATO GROSSO	Nova Xavantina	Rodovia Xavantina-são Felix
54	Ocotea	nitida	Vicentini, A.		4	2010		-59.918418	-3.003764		7	2007						Lauraceae	Googleearth-maps	Floresta de terra firme		árvore					EAFM		Árvore Ns 126.; Floresta de terra-firme. ; HA		flor	sl		Stropp			Stropp, J.	Brasil	AMAZONAS	Manaus	Reserva Florestal Adolpho Ducke
10225	Ocotea	glomerata	Rohwer, J.G.	25	1	1986		-63.5471213	1.576736	25	2	1969					NY nyherbarium 01155331|NY nyherbarium 01155331; NY nyherbarium 537940	Lauraceae		Floresta de várzea	Varzea forest	árvore	35	20			INPA;MO;NY		Tree, 20m. x 35cm. diameter. Flowers white.w		flor	gbif;mo;sl;ny	3141230|537940	Prance			Prance, G.T.	Brasil	AMAZONAS	Barcelos	Serra do Aracá
3900	Ocotea	longifolia	Kinupp, V.F.	26	9	2009		-60.025	-3.10194	26	9	2009						Lauraceae		Floresta de vertente		arvoreta		3			EAFM		Arvoreta; 3,0 m; pequenos frutos imaturos verde-cremes. PIBIC Jr. 2009/2010.; Vertente. ; HA		fruto	sl		Kinupp			Kinupp, V.F.	Brasil	AMAZONAS	Manaus	Campus Ifam
4097	Ocotea	canaliculata	van der Werff	16	4	1997		-45.483333	-11.866667	11	10	1994						Lauraceae		Floresta de galeria		árvore		4			CEPEC;HUEFS;SPSF		Ambiente: Mata Ciliar. Habito: Árvore, ca. 4m. coleta: mata ciliar, sub bosque.&nf;árvore 4m; flores com tépalas cor creme.; geografia: próximo r cachoeira do acaba vida, br-242 a ca.19km.&nf;ex huefs 18526.;		flor	sl		Queiroz			Queiroz, L.P. de	Brasil	BAHIA	Barreiras	Br242
1302	Ocotea	longifolia						-52.539719	-0.8678545	28	6	2007						Lauraceae		Floresta de galeria		arvoreta		4			INPA		Arvoreta de 4m de altura com botoes florais creme esverdeados e flores creme.; Mata de beira de rio.		botões;flor	sl		Silva			Silva, J.A.	Brasil	PARÁ	Almeirim	Monte Dourado
1405	Ocotea	longifolia	Ramos, J.F.		8	2014		-60.139249	-3.027668	20	9	2007						Lauraceae		Floresta de galeria		arvoreta		5			INPA		Arvoreta de 5m de altura com botoes florais creme amarelados.; Mata de beira de rio.		botões;flor	sl		Silva			Silva, J.A.	Brasil	AMAZONAS	Manaus	Rio Negro
335	Ocotea	canaliculata	Assis, L.C.S.			2004		-39.0753	-15.2933	28	7	1993						Lauraceae		Restinga	Restinga arbórea.	árvore		15			NY		Árvore com ca. 15 m de altura. Flores amarelas. Flores em álcool.		flor	ny;gbif;sl	1839864|823304	SantAna			NA	Brasil	BAHIA	Una	Rodovia Una-ilhéus
8863	Ocotea	longifolia	Rohwer, J.G.			1985		-64.9400568	-9.6223322	25	11	1968					Duplicate sheet of	Lauraceae		Savana	Savanna forest.	árvore	10	10			NY		Tree 10m tall x 10cm diameter. Flowers white.		flor	ny	1202674|1202675	Prance			Prance, G.T.	Brasil	RONDÔNIA	Porto Velho	Mutúm-paraná
13/21	Ocotea	aurantiodora						-74.958333	-9.25			1828						Lauraceae									G;B;MO;MA					mo;f	G-188;Type photograph; Field Museum; negative no. 29399.	Ruiz	Type		Ruiz, Hipólito	Perú	Huánuco - Puerto Inca	Puerto Inca	Chinchao E Cuchero
1392	Ocotea	canaliculata	Allen, C.K.			1959		-36.576875	-10.296172		3	1838						Lauraceae									NY				flor	ny;sl	NY355688	Gardner	Isotype		Gardner, George	Brasil	ALAGOAS	Penedo	Rio San Francisco
433/675	Ocotea	glomerata						-59.25	2.5			1843					K000602207	Lauraceae	Linha-3270								K					gbif;k	K000602207	Schomburgk	Isotype k		Schomburgk, Robert Hermann	Guyana	Upper Demerara-Berbice	Aishalton - Karaudanawa, Achiwib	Aishalton
1155	Ocotea	longifolia						-59.9953079	-3.0673242		12	1850						Lauraceae									NY					sl;ny		Spruce			Spruce, Richard	Brasil	AMAZONAS	Manaus	Bacia De Buiaçu
22055	Ocotea	nitida	Rohwer, J.G.	18				-47.439681	-15.362452	18	1	1895						Lauraceae	Googleearth-maps								NY		Grand arbor.			gbif|ny|sl	918442	Glaziou			Glaziou, A.F.M.	Brasil	GOIÁS	Formosa	Parque Municipal Do Itiquira
8	Ocotea	glomerata						-34.863056	-7.115	1	1	1900						Lauraceae									JPB					sl		Freitas			Freitas, G.L.	Brasil	PARAÍBA	João Pessoa	Campus Da Ufpb
227	Ocotea	glomerata						-36.3711	-8.14583	1	1	1900						Lauraceae									JPB					sl		Silva			Silva, A.G. da	Brasil	PERNAMBUCO	Brejo da Madre de Deus	Mata Do Bituri
L1804125	Ocotea	longifolia		8				-69.28	-12.83	8	12	1901					L.1804125	Lauraceae	Linha-1536								L					gbif	L1804125	Ule			Ule, E.H.G.	Perú	Madre de Dios - Tambopata	Tambopata	Parque Nacional Manú
3543	Ocotea	longifolia	Santos, S.O.	24	3	2011		-52.5817	-1.52333	27	4	1903					urn:catalog:JBRJ:RB:132131	Lauraceae									RB					gbif;sl	132131	Ducke			Ducke, A.	Brasil	PARÁ	Almeirim	Esposende
s.n.	Ocotea	canaliculata	Vattimo, I.	1	1	1961		-56.1166666667	-2.283333	26	8	1907						Lauraceae									INPA;NY	11736	Material sem dados da planta.	44706		inpa;sl	INPA00011736	Ducke			Ducke, A.	Brasil	PARÁ	Juruti	Faro
s.n.	Ocotea	nitida		17				-39.5	-7.46667	17	3	1910						Lauraceae	Linha-2065								S					gbif	S04-209	Löfgren			Löfgren, A.	Brasil	PERNAMBUCO	Moreilândia	Chapada Do Araripe
16917	Ocotea	canaliculata	Rohwer, J.G.	12		1986		-55.1018183	-2.78266	12	1	1918					urn:catalog:JBRJ:RB:130773	Lauraceae	Googleearth-maps			árvore					RB		Árvore media, fl. esbranquiçada.		flor	gbif;sl	130773	Ducke			Ducke, A.	Brasil	PARÁ	Santarém	Rio Tapajós
334	Ocotea	glomerata	van der Werff	1	1	1985		-39.200723	-12.981953	28	5	1918						Lauraceae	Googleearth-maps								MO;NY					ny;gbif;mo;sl	537932|537935	Curran			Curran, Hugh M.	Brasil	BAHIA	Santo Antônio de Jesus	Pedras Petras
